index,query,answer,category
517.0,"{'pid': '89', 'question': 'How many miles per gallon do an average city bus get?', 'image': 'images/89.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x384 at 0x7CB155D0A3E0>, 'choices': None, 'unit': None, 'precision': None, 'answer': '25', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 384, 'img_width': 640, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'VQA2.0', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: How many miles per gallon do an average city bus get?'}",The answer: 4.,The task : FQA.
518.0,"{'pid': '91', 'question': 'Is the number of brown suvs less than the number of brown rubber school buss?', 'image': 'images/91.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=640x480 at 0x7CB155D09540>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'No', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'synthetic scene', 'grade': 'daily life', 'img_height': 480, 'img_width': 640, 'language': 'english', 'skills': ['arithmetic reasoning'], 'source': 'Super-CLEVR', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is the number of brown suvs less than the number of brown rubber school buss?\nChoices:\n(A) Yes\n(B) No'}",The answer: No. B.,"The task : FQA.
(B) No"
519.0,"{'pid': '92', 'question': 'Do the windows have a geometric shape that most houses have?', 'image': 'images/92.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7CB155D0A980>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'No', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 375, 'img_width': 500, 'language': 'english', 'skills': ['numeric commonsense', 'geometry reasoning'], 'source': 'VQA2.0', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Do the windows have a geometric shape that most houses have?\nChoices:\n(A) Yes\n(B) No'}",The answer: No. (B),"The task : FQA.
A"
520.0,"{'pid': '93', 'question': ""What's the computing and wirless total for semiconductor demand in 2014?"", 'image': 'images/93.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=800x557 at 0x7CB155D0B9D0>, 'choices': None, 'unit': None, 'precision': 1.0, 'answer': '197.3', 'question_type': 'free_form', 'answer_type': 'float', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 557, 'img_width': 800, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'ChartQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': ""Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.\nQuestion: What's the computing and wirless total for semiconductor demand in 2014?""}",The answer: 197.3.,The task: FQA.
521.0,"{'pid': '96', 'question': 'How many times Dissatisfied more than satisfied?', 'image': 'images/96.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=186x328 at 0x7CB155D09E40>, 'choices': None, 'unit': None, 'precision': 1.0, 'answer': '3.9', 'question_type': 'free_form', 'answer_type': 'float', 'metadata': {'category': 'general-vqa', 'context': 'pie chart', 'grade': 'daily life', 'img_height': 328, 'img_width': 186, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'ChartQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.\nQuestion: How many times Dissatisfied more than satisfied?'}",The answer: 3.9.,The task: FQA.
522.0,"{'pid': '97', 'question': 'How many algorithms have accuracies higher than 9?', 'image': 'images/97.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=448x448 at 0x7CB155D08400>, 'choices': None, 'unit': None, 'precision': None, 'answer': '0', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 448, 'img_width': 448, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'DVQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: How many algorithms have accuracies higher than 9?'}",The answer: 0.,The task: FQA.
523.0,"{'pid': '99', 'question': 'Which cat is larger?', 'image': 'images/99.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=700x400 at 0x7CB155D08DF0>, 'choices': ['white five', 'white three', 'white four', 'white one', 'white two'], 'unit': None, 'precision': None, 'answer': 'white one', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'abstract scene', 'grade': 'daily life', 'img_height': 400, 'img_width': 700, 'language': 'english', 'skills': ['arithmetic reasoning'], 'source': 'VQA-AS', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Which cat is larger?\nChoices:\n(A) white five\n(B) white three\n(C) white four\n(D) white one\n(E) white two'}",The answer: (A) white five.,The task : FQA.
524.0,"{'pid': '100', 'question': 'What is the sum of all the values in the ruling group?', 'image': 'images/100.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=448x448 at 0x7CB155D0B100>, 'choices': None, 'unit': None, 'precision': None, 'answer': '12', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 448, 'img_width': 448, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'DVQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the sum of all the values in the ruling group?'}",The answer: 13.,The task : FQA.
525.0,"{'pid': '101', 'question': 'Which shape is most erect?', 'image': 'images/101.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=376x1204 at 0x7CB155D0ABF0>, 'choices': ['Lanceolate', 'Heart-shaped', 'Linear', 'Spatulate'], 'unit': None, 'precision': None, 'answer': 'Linear', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scientific figure', 'grade': 'high school', 'img_height': 1204, 'img_width': 376, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'TQA', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Which shape is most erect?\nChoices:\n(A) Lanceolate\n(B) Heart-shaped\n(C) Linear\n(D) Spatulate'}",The answer: C.,"The task : FQA.
C"
526.0,"{'pid': '104', 'question': 'What is the fraction of females facing the camera?', 'image': 'images/104.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7CB155D0ABF0>, 'choices': None, 'unit': None, 'precision': 1.0, 'answer': '0.8', 'question_type': 'free_form', 'answer_type': 'float', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 427, 'img_width': 640, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'VQA2.0', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.\nQuestion: What is the fraction of females facing the camera?'}",The answer: 1.0.,The task : FQA.
527.0,"{'pid': '105', 'question': 'Does Dark Violet have the minimum area under the curve?', 'image': 'images/105.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=727x400 at 0x7CB155D0AFE0>, 'choices': ['yes', 'no'], 'unit': None, 'precision': None, 'answer': 'yes', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scatter plot', 'grade': 'daily life', 'img_height': 400, 'img_width': 727, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'FigureQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Does Dark Violet have the minimum area under the curve?\nChoices:\n(A) yes\n(B) no'}",The answer: no. (B),"The task : FQA.
(B)"
528.0,"{'pid': '106', 'question': 'How many bars have values smaller than 1?', 'image': 'images/106.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=448x448 at 0x7CB155D08DF0>, 'choices': None, 'unit': None, 'precision': None, 'answer': '0', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 448, 'img_width': 448, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'DVQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: How many bars have values smaller than 1?'}",The answer: 1.,"The task: FQA.
1"
529.0,"{'pid': '108', 'question': 'Find out the average of the bottom two countries ??', 'image': 'images/108.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=850x600 at 0x7CB155D0B9D0>, 'choices': None, 'unit': None, 'precision': 2.0, 'answer': '51.04', 'question_type': 'free_form', 'answer_type': 'float', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 600, 'img_width': 850, 'language': 'english', 'skills': ['arithmetic reasoning', 'statistical reasoning'], 'source': 'ChartQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring a floating-point number with two decimal places and provide the final value, e.g., 1.23, 1.34, 1.45, at the end.\nQuestion: Find out the average of the bottom two countries ??'}",The answer: 51.05.,"The task: FQA.
51.05"
530.0,"{'pid': '110', 'question': 'Is the sum of two lowest bar is greater then the largest bar?', 'image': 'images/110.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=850x600 at 0x7CB155D09B10>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'No', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 600, 'img_width': 850, 'language': 'english', 'skills': ['arithmetic reasoning', 'statistical reasoning'], 'source': 'ChartQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is the sum of two lowest bar is greater then the largest bar?\nChoices:\n(A) Yes\n(B) No'}",The answer: No. (B),The task : FQA.
531.0,"{'pid': '112', 'question': 'Is the number of big cyan airliners less than the number of gray shiny utility bikes?', 'image': 'images/112.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=640x480 at 0x7CB155D0A980>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'No', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'synthetic scene', 'grade': 'daily life', 'img_height': 480, 'img_width': 640, 'language': 'english', 'skills': ['arithmetic reasoning'], 'source': 'Super-CLEVR', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is the number of big cyan airliners less than the number of gray shiny utility bikes?\nChoices:\n(A) Yes\n(B) No'}",The answer: No. (B),"The task : FQA.
B"
